"","Year","President","Sentences"
"6749",2003,"Mbeki","Despite continuing improvements in the capacity of the economy to create new jobs, the issue of unemployment remains one of our major challenges. "
"6750",2003,"Mbeki","Fundamentally, the solution to this problem is dependant on our achieving the necessary rates of economic growth and development. "
"6751",2003,"Mbeki","Accordingly everything we have said about the economy also relates directly to the issue of job creation.  "
"6752",2003,"Mbeki","In this context we must raise the critically important matter of human resource development. "
"6753",2003,"Mbeki","As the Honourable Members know, we launched our Human Resources Development Strategy in June 2001. "
"6754",2003,"Mbeki","This Strategy covers the entire spectrum from Early Childhood Development, primary and secondary education, technical and vocational training, through Adult Basic Education, to skills enhancement through the Sector Education and Training Authorities, on-the-job training in the public works programmes, and specialised institutions such as the projected Advanced Institute for Information and Communication Technology.  "
"6755",2003,"Mbeki","As we have already indicated, by the middle of the year we should have an accurate picture of the skills profile and skills shortages in the public service. "
"6756",2003,"Mbeki","Progress is also being made in identifying such shortages in the private sector. "
"6757",2003,"Mbeki","We are doing this work so that we are able to focus our human resource development strategy correctly.  "
"6758",2003,"Mbeki","Despite the problems they have experienced, the SETAs have already shown what can be achieved. "
"6759",2003,"Mbeki","By the end of last year, over 23 000 learners had or were participating in training programmes ranging from entry level programmes to professional level and post-professional training across the entire spectrum of occupations and sectors.  "
"6760",2003,"Mbeki","To increase access to these programmes by the unemployed, the government will take the lead in bringing more of these into its own training programmes. "
"6761",2003,"Mbeki","We trust that the private sector will also do the same as part of the common contribution to the objectives of the Growth and Development Summit.  "
"6762",2003,"Mbeki","As we have also indicated, we will use the Expanded Public Works Programme to provide on-the-job training to the workers that will carry out this programme. "
"6763",2003,"Mbeki","Again this will concentrate on the section among our working people that is marginalised by virtue of low educational and skills levels.  "
"6764",2003,"Mbeki","We are convinced that sustained and correctly focused work in the area of human resource development, together with the varied economic interventions we have mentioned, will help the country in the effort to attend to the important challenge of unemployment. "
"6765",2003,"Mbeki","In this regard, the government will also present to our social partners a framework for an employment strategy to ensure that we create the best possible conditions for a concerted drive to reduce the levels of unemployment.  "
"6766",2003,"Mbeki","As we approach the end of the first decade of our new democracy the need for an economic transformation that brings about effective and significant black economic empowerment becomes more pressing. "
"6767",2003,"Mbeki","We believe that it is in the interests of all citizens that we succeed in this endeavour. "
"6768",2003,"Mbeki","Through a far-sighted partnership between all sectors of our society we can ensure a stable and growing economy that erases the inequities of the past and draws us all - irrespective of our race, sex or creed - into a more prosperous and equitable future.  "
"6769",2003,"Mbeki","The Government concurs with the view of the Black Economic Empowerment Commission that it is now necessary to make our policies on black economic empowerment more explicit. "
"6770",2003,"Mbeki","In the light of the important developments in industries such as liquid fuels, fishing and mining we need to ensure clarity and certainty for all economic actors.  "
"6771",2003,"Mbeki","The government is firmly of the view that economic growth, development and black economic empowerment are complementary and related processes. "
"6772",2003,"Mbeki","The empowerment we speak of is an inclusive process and not an exclusive one. "
"6773",2003,"Mbeki","No economy can meet its potential if any part of its citizens is not fully integrated into all aspects of that economy. "
"6774",2003,"Mbeki","Equally it follows that an economy that is not growing cannot integrate all its citizens into that economy in a meaningful way.  "
"6775",2003,"Mbeki","The government has prepared a detailed set of proposals on black economic empowerment and the Minister of Trade and Industry and the Department of Trade and Industry, on behalf of government, have consulted extensively. "
"6776",2003,"Mbeki","Today I will set out the basic framework and approach. "
"6777",2003,"Mbeki","On Budget Day the Minister of Finance will deal with the government's positive financial and macroeconomic assessment of the BEE process and shortly thereafter the Minister of Trade and Industry will publish the detailed documents and processes that I will now outline.  "
"6778",2003,"Mbeki","We will introduce into Parliament early this year a basic enabling piece of legislation that will establish broad parameters for the policy and allow for the publication of the strategy document and guidelines dealing with good practice in terms of the policy, all of which will make up the Global Transformation Charter. "
"6779",2003,"Mbeki","This approach has been adopted to allow pragmatism and flexibility within the different components of the economy. "
"6780",2003,"Mbeki","A rigid and inflexible approach is not in the best interests of a modern and globally competitive economy.  "
"6781",2003,"Mbeki","However, by passing such an enabling Act we wish to signal to all that meaningful economic transformation is fundamental to our collective prosperity. "
"6782",2003,"Mbeki","As with all Acts the Bill will be open to comment in the Parliamentary process.  "
"6783",2003,"Mbeki","With the publication of the guidelines shortly we intend to establish certainty and stability. "
"6784",2003,"Mbeki","It is not in the interests of the economy that we have continuously moving goal posts. "
"6785",2003,"Mbeki","However, we also need to ensure that we respond effectively to changing circumstances - as we do with all policy - and to this end we will establish a non-statutory advisory council.  "
"6786",2003,"Mbeki","Empowerment is defined as a broad-based process and the scorecard approach - covering ownership, management, employment equity, skills development, procurement, corporate social responsibility, investment and enterprise formation - developed in the Mining Charter has been adopted.  "
"6787",2003,"Mbeki","The guidelines will provide more precision as to what can be defined as black-owned enterprises. "
"6788",2003,"Mbeki","The actions and outcomes that are within BEE policy will be spelt out. "
"6789",2003,"Mbeki","Government does not seek to encourage charters for every sector of the economy. "
"6790",2003,"Mbeki","This is unrealistic and not necessarily useful. "
"6791",2003,"Mbeki","The basic guideline is that where government disposes of any right, licence or partnership arrangement then BEE components to the arrangement will be clearly spelt out. "
"6792",2003,"Mbeki","This is in line with existing practice. "
"6793",2003,"Mbeki","A charter therefore best serves certain sectors.  "
"6794",2003,"Mbeki","Accordingly government is supportive of the work being done in the financial sector. "
"6795",2003,"Mbeki","If enterprises in a sector feel that they need a charter they should be clear on their objectives and take advice from government. "
"6796",2003,"Mbeki","The guidelines will set out the basic principles that should be contained in any charter and will make it clear that there needs to be consultation at all times so as to involve stakeholders.  "
"6797",2003,"Mbeki","We would stress, however, that all enterprises will be encouraged to utilise the guidelines on empowerment and to develop their own scorecard approach. "
"6798",2003,"Mbeki","Certainly in any dealing of significance with the public sector this will be expected of an enterprise.  "
"6799",2003,"Mbeki","The government will lay greatest stress on black economic empowerment that is associated with growth, development and enterprise development and not merely redistribution of existing wealth. "
"6800",2003,"Mbeki","We will work in partnership with the private sector and will further ensure that government actions are coordinated and monitored.  "
"6801",2003,"Mbeki","Madame Speaker  Over the past three years, our security agencies have been hard at work implementing the National Crime Combating Strategy targeted at priority crimes and policing areas with the highest incidence of serious crimes. "
"6802",2003,"Mbeki","We can say with confidence that definite progress is being made in this regard. "
"6803",2003,"Mbeki","We will continue to improve the capacity of the Police Service to discharge its crime prevention and combating responsibilities in these priority areas.  "
"6804",2003,"Mbeki","Since 1999, the rates of serious crime in targeted areas have either been reduced or stabilised. "
"6805",2003,"Mbeki","Murder has been reduced by almost 17%. "
"6806",2003,"Mbeki","Case backlogs and the number of awaiting trial prisoners have been reduced as a result of the implementation of Saturday courts and improvements in the integrated justice system.  "
"6807",2003,"Mbeki","Crimes against women and children have received priority attention, including the establishment of more Sexual Offences Courts. 11 of these were launched in the past 6 months alone. "
"6808",2003,"Mbeki","Better intelligence capacity has improved the prevention and combating of crimes such as bank robberies, cash-in-transit heists and hijacking of vehicles.  "
"6809",2003,"Mbeki","Before we identify the challenges for the coming year, we take this opportunity to thank all the security agencies for the sterling work that they did during the course of last year in securing both the launch of the African Union and arguably the biggest international conference ever held, the World Summit on Sustainable Development, and now the ICC Cricket World Cup.  "
"6810",2003,"Mbeki","I am pleased to convey to the Ministers and Deputy Ministers responsible as well as the leaders and members of these agencies the congratulations of many leaders across the globe for the excellent work they have done to guarantee the security of important visitors to our country.  "
"6811",2003,"Mbeki","Last year, we were suddenly confronted with terrorist attacks, for which a number of people have now been arrested and charged. "
"6812",2003,"Mbeki","Our security forces will continue to work on this challenge. "
"6813",2003,"Mbeki","At the same time, we will do everything possible to get to the bottom of this matter, being convinced that no normal South African has any reason to resort to force to communicate his or her views.  "
"6814",2003,"Mbeki","The campaign to reduce the number of illegal firearms and other weapons will continue. "
"6815",2003,"Mbeki","A considerable proportion of crimes against the person including murder, the abuse of women and children, assault with intent to cause grievous bodily harm and common assault, take place among the most marginalized sections of our population. "
"6816",2003,"Mbeki","In many instances, these are also connected to alcohol and drug abuse. "
"6817",2003,"Mbeki","It is therefore necessary that we adopt a multi-sector approach to deal with these crimes in the poor and underdeveloped areas of our country.  "
"6818",2003,"Mbeki","Measures will be taken to ensure that the structures meant to support the security agencies, such as the SANDF commandos and police reservists are properly regulated to do what they were set up for. "
"6819",2003,"Mbeki","In this regard, in order to ensure security for all in the rural areas including the farmers, government will start in the near future to phase out SANDF commandos, at the same time as we create in their place, a new system whose composition and ethos accord with the requirements of all rural communities.  "
"6820",2003,"Mbeki","More attention will be paid to stricter border control. "
"6821",2003,"Mbeki","This will require, among other things, improving the capacity of the Department of Home Affairs to carry out its tasks, including the implementation of the new immigration legislation. "
"6822",2003,"Mbeki","Critical posts will be filled, and the automated Home Affairs National Identification System will be launched. "
"6823",2003,"Mbeki","It will also be necessary to upgrade the Population Register, and deal with corruption across the board, including security at Government Printers where identity and other documents are produced.  "
"6824",2003,"Mbeki","The programme to deal with case backlogs will continue, including increasing the number of Saturday and specialised courts. "
"6825",2003,"Mbeki","In this regard, the letsema of legal practitioners from outside of government in this programme is highly appreciated. "
"6826",2003,"Mbeki","We are pleased that this year the Constitutional Court will move into its new and permanent home on Constitutional Hill in Johannesburg. "
"6827",2003,"Mbeki","Further improvement in the physical infrastructure required by our judicial system is also represented by the new Khayelitsha Magistrate's Court, nationally the second biggest after Johannesburg, which we will open officially later this year.  "
"6828",2003,"Mbeki","Taking advantage of the findings of the Jali Commission, we will launch a determined programme to root out the corruption and mismanagement found in sections of our Correctional Service.  "
"6829",2003,"Mbeki","Our success in the sphere of the criminal justice system will also depend on strengthening the partnerships of the letsema campaign, with communities volunteering to assist the security agencies in their work. "
"6830",2003,"Mbeki","Again, in this area, as in all others, conditions are ripe for us to forge a people's contract for a safer and better South Africa.  "
"6831",2003,"Mbeki","Madame Speaker  As Honourable Members are aware, we returned some ten days ago from the Extra-Ordinary Summit of the African Union in Addis Abba, where Africa reasserted the wish of the continent for global peace, security and development. "
"6832",2003,"Mbeki","In this context, it expressed itself in favour of the peaceful resolution of the question of Iraq.  "
"6833",2003,"Mbeki","At this Summit, the AU took specific decisions on proposed amendments to the Constitutive Act of the Union, and steps towards the setting up of the Commission of the AU and the ratification of the Protocols on the Peace and Security Council and the African Parliament.  "
"6834",2003,"Mbeki","This year marks the 40th anniversary of the formation of the Organisation of African Unity. "
"6835",2003,"Mbeki","This Africa Day, 25 May 2003, will be an opportunity for South Africa to host dignitaries from across the continent as we affirm continuity in the objectives of the African continent, and at the same time celebrate the positive changes that the formation of the AU will certainly bring. "
"6836",2003,"Mbeki","I am certain that all our people will celebrate this day with the honour and dignity it deserves.  "
"6837",2003,"Mbeki","A critical part of the positive changes heralded by the formation of the African Union is its programme for development, NEPAD. "
"6838",2003,"Mbeki","Considerable progress was made during the course of last year to cement partnerships within Africa and further afield, so that we can translate NEPAD, without delay, into concrete projects that will impact positively on the lives of the people of the continent. "
"6839",2003,"Mbeki","We are heartened by the fact that Africa's sense of urgency to start implementing this programme is shared by governments, the private sector and civil society on all continents.  "
"6840",2003,"Mbeki","Within weeks, the NEPAD Implementation Committee will finalise criteria, standards, institutions and legal instruments for the Peer Review Mechanism, pending the setting up of relevant institutions within the African Union. "
"6841",2003,"Mbeki","More critically, in various regions of the continent, work continues to identify and start implementing the projects that will give practical meaning to the beginnings of Africa's renewal.  "
"6842",2003,"Mbeki","We take this opportunity to congratulate the people of the Kingdom of Lesotho who last year conducted a peaceful, free and fair election. "
"6843",2003,"Mbeki","We will also continue to work with the people of Zimbabwe as they seek solutions to the problems afflicting their country. "
"6844",2003,"Mbeki","We hope that sooner rather than later, these solutions will be found through dialogue among the leaders of this neighbouring country. "
"6845",2003,"Mbeki","In the Kingdom of Swaziland, we hope that efforts at constitutional reform will soon bear fruit.  "
"6846",2003,"Mbeki","Conditions for peace and development are steadily taking shape in the Democratic Republic of the Congo, Burundi, Sudan and Angola, and South Africa will always be ready to assist where we can to ensure that the peace, prosperity and national reconciliation that these sister-peoples deserve are achieved. "
"6847",2003,"Mbeki","We remain firm in our hope that the long-delayed issue of Western Sahara will be resolved without further delay.  "
"6848",2003,"Mbeki","The international community also has an urgent responsibility to help resolve the issue of the establishment of an independent State of Palestine, side by side and at peace with the State of Israel.  "
"6849",2003,"Mbeki","In a number of African countries, South Africa's sons and daughters serving in our National Defence Force are working to contribute to peace as a critical condition for development. "
"6850",2003,"Mbeki","We are proud of their efforts, and dip our banners in honour of those who have fallen on duty.  "
"6851",2003,"Mbeki","We will continue this year to strengthen our relations with countries of the South, and improve our multifaceted relations with the developed world. "
"6852",2003,"Mbeki","This will include continued trade negotiations with Mercosur, China, India and the United States.  "
"6853",2003,"Mbeki","Our role in international relations is enhanced by our responsibility to take forward decisions of the Non-aligned Movement and the African Union, which we chair, and to assist the United Nations in realising the commitments of the World Conference Against Racism and the World Summit on Sustainable Development, which we hosted.  "
"6854",2003,"Mbeki","Honourable Members,  In carrying out these our international responsibilities, we proceed from the premise that our success in social change and nation-building is conditional on the progress that humanity makes in building a caring world. "
"6855",2003,"Mbeki","Inversely, building a new and prosperous nation is itself our own humble contribution to the well-being of humanity as a whole.  "
"6856",2003,"Mbeki","In the implementation of our programmes, we need to pay particular attention to culture, music and the arts as manifestations of our self-image as a nation. "
"6857",2003,"Mbeki","This year, we will strengthen the partnerships aimed at identifying and nurturing South African talent, at affording the creativity of our artists free reign, and at giving appropriate promotion of our talents.  "
"6858",2003,"Mbeki","As a contribution to building the self-image that attaches to a proud nation, we shall continue this year with the project to build the first phase of the Freedom Park Monument, following on the introduction of new National Orders last year and others that will be launched this year.  "
"6859",2003,"Mbeki","We are confident that the best of our architects, designers and other creative workers, together with others from the rest of Africa and other parts of the world, will avail their talent for the construction of a Freedom Park that we hope will stand out as an important tribute to the dignity of Africans and all human beings.  "
"6860",2003,"Mbeki","The self-image that we speak of includes the values that should define us both as a nation and as its individual components. "
"6861",2003,"Mbeki","It should also find expression in the people's contract for moral regeneration, as we all strive to become a caring society of up-standing citizens.  "
"6862",2003,"Mbeki","The South African people's contract for a better tomorrow is starting to express itself also in the campaign of citizens, across the diverse identities that define us, to build pride in our country and promote its attributes abroad. "
"6863",2003,"Mbeki","The efforts of the International Marketing Council, Proudly South African and the many individual initiatives in this regard require our support.  "
"6864",2003,"Mbeki","It is in this spirit that we should engage in a national dialogue on how we take forward the report and recommendations of the Truth and Reconciliation Commission, which we hope will be presented to government in the next few months. "
"6865",2003,"Mbeki","This will afford us the opportunity to understand a critical part of our past and join hands in forging a people's contract for a better tomorrow.  "
"6866",2003,"Mbeki","As we enter the last year of the First Decade of Freedom, we will heed the lessons of these first ten years and build on what has been achieved. "
"6867",2003,"Mbeki","Through dispassionate research and systematic planning, and with renewed courage, we must together approach the Second Decade of Freedom (2004 - 2014), as one in which the tide of progress will sweep away the accumulated legacy of poverty and underdevelopment. "
"6868",2003,"Mbeki","It is in this spirit that we shall prepare for a fitting celebration of our ten years of freedom next year.  "
"6869",2003,"Mbeki","I wish our national, provincial and local legislatures success as they discharge their responsibilities to our country and people during this final year of our First Decade of Liberation.  "
"6870",2003,"Mbeki","The tide has turned. "
"6871",2003,"Mbeki","The people's contract for a better tomorrow is taking shape. "
"6872",2003,"Mbeki","I trust that all of us will identify with this historic process. "
"6873",2003,"Mbeki","Given the great possibility we have to move forward, we dare not falter.  "
"6874",2003,"Mbeki","Thank you."
"6875",2002,"Mbeki"," Madame Speaker and Deputy Speaker, Chairperson and Deputy Chairperson of the NCOP, Honourable Members of our National Parliament, Ministers and Deputy Ministers, Chief Justice of South Africa as well as other members of our judiciary, Heads of the Security Services, Governor of the Reserve Bank, Honourable Premiers and MECs, Traditional leaders, Representatives of Local Government, President Mandela and Mrs Machel, Your Excellencies Ambassadors and High Commissioners, Distinguished guests, Fellow South Africans:  Decision-makers across the globe have accepted the reality that the global struggle to eradicate poverty and underdevelopment is fundamental to the well-being of human society.  "
"6876",2002,"Mbeki","We know this as a matter of fact that the struggle to eradicate that poverty and underdevelopment in our own country is fundamental to the achievement of our own national goal to build a caring and people-centred society.  "
"6877",2002,"Mbeki","Of decisive importance to the millions of our people and the future of our country, as we meet here today, the central question we will have to answer at the end of the day is whether what we are doing as the legislature, the executive and the judiciary, as well as the fourth estate, civil society, is helping to lift from the shoulders of our people, the intolerable burden of poverty and underdevelopment.  "
"6878",2002,"Mbeki","This fourth opening session of our second democratic parliament, including the debate that will take place next week, must answer this question in a frank, honest and forthright manner.  "
"6879",2002,"Mbeki","What I know and can say without any equivocation is that during the past year, our country has, in real terms, and within its means, moved further forward towards a society free of poverty and underdevelopment. "
"6880",2002,"Mbeki","This I will also say, that we are nowhere near liberating millions of our people from these scourges.  "
"6881",2002,"Mbeki","But I will also say this, that gradually, step by step, we are progressing towards the achievement of the historic goal of the eradication of a centuries-old legacy of colonialism, of racism and apartheid. "
"6882",2002,"Mbeki","This I will also say, that the overwhelming majority of our people consider themselves as actors in the unfolding and measured drama of the eradication of that legacy.  "
"6883",2002,"Mbeki","Madame Speaker, our Deputy President, the Honourable Jacob Zuma is not with us today because he had to attend a summit on NEPAD in France, at the invitation of President Jacques Chirac. "
"6884",2002,"Mbeki","At the end of the summit, he will proceed directly to Dakar, Senegal, for another summit with Prime Minister Tony Blair. "
"6885",2002,"Mbeki","Accordingly, Madame Speaker, I am honoured to convey an apology for his unavoidable absence today.  "
"6886",2002,"Mbeki","We wish Madame Speaker also to acknowledge the presence of Mrs Rebecca Kotane on this occasion of her 90th birthday and also Mrs Nontsikelelo Biko, in this year when we commemorate the 25th anniversary of the assassination of Steve Biko.  "
"6887",2002,"Mbeki","Madame Speaker, scientists say that anatomically modern humans, people who look like us, evolved in Africa about 150,000 years ago and then slowly spread out to occupy most of the globe. "
"6888",2002,"Mbeki","They say that a key question has been when and where did these people first become modern in their behaviour. "
"6889",2002,"Mbeki","Until now, archaeological evidence has pointed to Europe as the centre for this development about 35,000 years ago. "
"6890",2002,"Mbeki","The markers for modern behaviour include the production of art, bone tools and a capacity for symbolism. "
"6891",2002,"Mbeki","Lack of evidence of these behaviours suggested that people in Africa lagged behind those in Europe.  "
"6892",2002,"Mbeki","Remarkable new finds by South African archaeologists at Blombos Cave in the southern Cape indicate that the prehistory of Africa and its people now needs rewriting. "
"6893",2002,"Mbeki","Blombos Cave has produced evidence that African people were producing exquisite bone tools and delicately-made stone spear points more than 70,000 years ago. "
"6894",2002,"Mbeki","But the most spectacular find is a slab of ochre engraved with abstract designs 77,000 years ago.  "
"6895",2002,"Mbeki","Described by the South African Museum as ""the world's oldest art object"", this invaluable slab of ochre is on display in this case here next to this podium, an example of the extraordinary heritage of the evolution of humanity that resides within our country and which we must preserve. "
"6896",2002,"Mbeki","The designs on the slab were made deliberately and with symbolic intent. "
"6897",2002,"Mbeki","The scientists say that it is now to Africa that we look for the origins of the human imagination and human ingenuity and for the genesis of art.  "
"6898",2002,"Mbeki","We thank the South African Museum for lending us this exhibit for a few hours as well as the presiding officers for agreeing that it should be brought into the chamber.  "
"6899",2002,"Mbeki","I am especially pleased to welcome to our parliament Prof Chris Henshilwood, who led a team of scientists that found the Blombos engraving. "
"6900",2002,"Mbeki","All of us are committed to do everything we can to support our scientists who are working selflessly to unravel the mysteries of the evolution of humanity.  "
"6901",2002,"Mbeki","We also look forward to parliament's own Millennium Project which aims to collect, collate and interpret our diverse heritage so that we may build a common identity and nationhood.  "
"6902",2002,"Mbeki","We meet here at the beginning of a year during which our country will host two important summit meetings that are of great significance to Africa and the world. "
"6903",2002,"Mbeki","These are the founding Summit Meeting of the African Union in July and the World Summit for Sustainable Development in August-September.  "
"6904",2002,"Mbeki","In addition to launching the African Union (AU), the first of these Summits will, among other things, take important decisions about the critical issues of peace and stability on our continent, good political governance and good economic governance. "
"6905",2002,"Mbeki","It will also have the possibility to consider specific and implementable NEPAD development programmes, whose central objective is the elimination of poverty and underdevelopment on our continent.  "
"6906",2002,"Mbeki","The Johannesburg World Summit for Sustainable Development, the largest high-level international gathering this year, will also focus on the critical matter of development and the eradication of poverty. "
"6907",2002,"Mbeki","This is of fundamental interest to our country, our continent and the rest of the developing world.  "
"6908",2002,"Mbeki","It will build on what was agreed at the historic United Nations Millennium Summit of the year 2000 and the Monterrey, Mexico, conference next month, which will discuss Financing for Development.  "
"6909",2002,"Mbeki","The nations of the world elected to come to our country because they understand and appreciate what we have done in the last seven-and-a-half years to address within our own borders precisely the same questions that constitute the global agenda. "
"6910",2002,"Mbeki","They chose to convene in South Africa because they are convinced that we have something of value to contribute to the building of a new and more equitable world order that must surely emerge.  "
"6911",2002,"Mbeki","The recognition by the peoples of the world of the fact that we have established ourselves as a winning nation, as a people determined to succeed, places an obligation on us in fact to succeed.  "
"6912",2002,"Mbeki","Today, millions of our people ask themselves the question - how can I lend a hand in the national effort to build a better life for all!  "
"6913",2002,"Mbeki","During our recent visit to New York to participate in the proceedings of the World Economic Forum, we had the privilege to meet South Africans who live in or have become citizens of the United States. "
"6914",2002,"Mbeki","These are Marco Piovesan, who lives in Atlanta, Georgia, and Cathy Gorille, who lives in Seattle, Washington.  "
"6915",2002,"Mbeki","They and their friends, all born in South Africa, have also been asking themselves the question - how can we, who reside in the United States, lend a hand in the national effort to build a better life for all South Africans!  "
"6916",2002,"Mbeki","From across the Atlantic, they have decided to make their own contribution to the common national effort by concentrating their resources and expertise in a programme for the reconstruction and development of our country. "
"6917",2002,"Mbeki","Correctly and interestingly, they have entitled their programme - Vuk� uzenzele! - which idiomatically might be expressed as Arise and Act!  "
"6918",2002,"Mbeki","The call they have made applies to each one of us as we review a year in which we called for unity in action among all South Africans for change. "
"6919",2002,"Mbeki","It is an abiding challenge as we set out the programme of government for the coming period.  "
"6920",2002,"Mbeki","On the occasion of our address to the joint sitting of our two Houses of Parliament last year, we set out a programme of action focused on taking us further forward on the road towards a better life for all our people.  "
"6921",2002,"Mbeki","The programme, as further elaborated by Ministers in their addresses to Parliament and their public briefings, was concrete. "
"6922",2002,"Mbeki","Where possible, we indicated the time frames within which particular actions would be undertaken. "
"6923",2002,"Mbeki","And so the time has come to account.  "
"6924",2002,"Mbeki","A few weeks ago, we received an unsolicited report from a team of academics at the University of Stellenbosch, led by Professor Willie Esterhuyse, which comments on our government's performance during the course of the year 2001. "
"6925",2002,"Mbeki","Having studied the programme government set itself at the beginning of the year, the team undertook a systematic analysis of what had been done to implement this programme.  "
"6926",2002,"Mbeki","This is what the team says:  ""The President made 43 'promises' in his speech. "
"6927",2002,"Mbeki","By 8 January 2002 - eleven months after the speech was made - 65% of these have either been achieved or are credibly in progress. 16% have not been achieved. "
"6928",2002,"Mbeki","That gives a ratio of 4 items of progress versus one item not yet completed.  "
"6929",2002,"Mbeki","""On a further 19% we do not have sufficient information to make a call...  ""65% vs. 16% is in our opinion a very good performance. "
"6930",2002,"Mbeki","Governance is not about pushing buttons and things happening instantaneously. "
"6931",2002,"Mbeki","Various obstacles like inertia, vested interests, competing agendas, lack of capacity and the like must be overcome.  "
"6932",2002,"Mbeki","""From various speeches and press releases it is clear that Ministers are working towards the goals set by the President. "
"6933",2002,"Mbeki","Looked at closely, there is coherence and a sense of purpose and integration.  "
"6934",2002,"Mbeki","""Some of the 16% of items not yet achieved are those with a very large impact on the economy and society like the Telkom IPO, clarity on telecommunication issues and an effective campaign against AIDS. "
"6935",2002,"Mbeki","We have taken a hard line and suggested that these have not been achieved, although government can certainly argue that they are in progress.""  "
"6936",2002,"Mbeki","The team then explains why in its opinion things do not ""look and feel better"", as they put it, despite the progress that has been achieved.  "
"6937",2002,"Mbeki","In its view, firstly this is because ""communication by government is not always optimum"". "
"6938",2002,"Mbeki","Secondly, it is because despite ""a lot of good progress"" on ""macro issues that are vitally important"", these are ""far removed from the [person] in the street"". "
"6939",2002,"Mbeki","""We should also submit that, looking back at 2001, the very solid progress recorded has been overshadowed by developments in Zimbabwe and around HIV/AIDS"".  "
"6940",2002,"Mbeki","As government, and even as Members of Parliament, we may not agree with some or other part of these comments. "
"6941",2002,"Mbeki","But there is no gainsaying the fact that the analysis provides a fair assessment of government's work in the past year.  "
"6942",2002,"Mbeki","And as the team says, the national successes are cause for celebration. "
"6943",2002,"Mbeki","Overall, we should all be proud that steadily, our country is moving away from the past of racism, poverty, conflict and economic stagnation.  "
"6944",2002,"Mbeki","The weaknesses pointed out by the Stellenbosch researchers reflect a variety of limitations in the structures and systems of government that should be put right. "
"6945",2002,"Mbeki","We can proffer a host of cogent reasons for these and other shortcomings. "
"6946",2002,"Mbeki","But, to the extent that we have the capacity to do something about the problems, we should and do take responsibility as government.  "
"6947",2002,"Mbeki","I would like to take this opportunity to express our gratitude and thanks to Professor Esterhyuse and the team for an informative, honest, frank and dispassionate assessment of the work of government. "
"6948",2002,"Mbeki","Besides putting the resources of the University at the disposal of the nation's current endeavours, there is an important moral to this initiative. "
"6949",2002,"Mbeki","Without being asked by anybody in government, in a very practical manner, the Stellenbosch team answered the question - how can I lend a hand in the national effort to build a better life for all!  "
"6950",2002,"Mbeki","Madame Speaker, Chairperson, the past year has brought to the fore many patriotic South Africans who have found a practical answer to this question.  "
"6951",2002,"Mbeki","These include the school principal at Sandi Secondary School near Umtata, Bongi Peyana, who put in an extra effort to raise a derelict institution towards the highest summits of success in teaching and learning.  "
"6952",2002,"Mbeki","They include Ivan Booth, a young South African who, after numerous debates with his peers about the opportunities that democratic South Africa offers to all its people, decided to draft a manuscript for a publication entitled, ""South Africa: Reasons to Stay"". "
"6953",2002,"Mbeki","Ivan says the book is dedicated:  ""...to the nation that won its place in history ...he nation with the brightest future ...the nation that fights and wins ...the nation that doesn't know how great it is"".  "
"6954",2002,"Mbeki","In a postscript to his foreword, this young and proud South African reports:  ""Several people have mentioned that anyone publishing such a book is effectively pushing themselves into a corner, should they ever wish to leave South Africa. "
"6955",2002,"Mbeki","Hell, yes. "
"6956",2002,"Mbeki","But what a corner...!"" "
"6957",2002,"Mbeki","I trust the presiding officers will excuse the language.  "
"6958",2002,"Mbeki","These heroes who are lending a hand to make South Africa succeed include the children of the Inkonjane Senior Phase School in Soweto who, in partnership with the Sunday Times, volunteered their time and meagre resources to help fellow children in rural Ingwavuma, KwaZulu-Natal affected by AIDS and ill-health.  "
"6959",2002,"Mbeki","They include the people of Rockville, Soweto, who during the course of last year strengthened their co-operation with the Police Service, and have, as a result reduced crime in their area by half in 2001.  "
"6960",2002,"Mbeki","These and many other South Africans are the true leaders and heroes and heroines of the nation - the volunteers whose selfless dedication will ensure that we make progress to make ours truly a nation of hope.  "
"6961",2002,"Mbeki","We have it within us as a nation to join them and many others to forge a massive movement of volunteers - dedicated workers in all fields of life - and bring to life those enduring attributes of all our people, of perseverance and persistence in the struggle for our own good and the good of humanity.  "
"6962",2002,"Mbeki","Madame Speaker, Chairperson, the assessment of the Stellenbosch team that we referred to earlier is that we are making progress as a nation in addressing the social backlogs that we inherited from the past. "
"6963",2002,"Mbeki","Let us examine, from data available in government, what the trends are in this regard.  "
"6964",2002,"Mbeki","In the five calendar years leading to the end of 1998, three million South Africans had been provided with access to clean running water through the community water supply project. "
"6965",2002,"Mbeki","In only three years since 1999, four million more have been connected, bringing the total to seven million.  "
"6966",2002,"Mbeki","In the five calendar years to the end of 1998, 2,3 million electricity grid-connections had been made. "
"6967",2002,"Mbeki","In the three years since 1999, 1,2 million new connections had been made, bringing the total to 3,48 million.  444 000 hectares had been redistributed in the land reform programme in the five years to the end of 1998; in the three years since then, the number has increased by 600 000 hectares, bringing the total to over one million hectares. "
"6968",2002,"Mbeki","The pace has dramatically increased in the case of land restitution, with 48 claims settled at the end of 1998; while by the end of 2001 the total number of settlements has increased to 29 000.  "
"6969",2002,"Mbeki","While the number of houses built or under construction was 514 000 at the end of the financial year in 1998, the number currently stands at 1,2 million.  "
"6970",2002,"Mbeki","These figures speak to the progress we are making in providing basic services to the majority of South Africans.  "
